source_message_id,chatid,target_message_id,text,Instrument name,Entry price 1,Entry price 2,Entry price 3,Entry price 4,Entry price 5,Take profit price 1,Take profit price 2,Take profit price 3,Take profit price 4,Take profit price 5,Stop loss price,Order Type
1995,'5492592958',1901,'Long term trade  XAUUSD buy now @ 1925.5 Tp @ 1937 Tp2 @ 1950  Sl @ 1915',XAUUSD,1925.5,,,,,1937,1950,,,,1915,Buy now
5849,'5492592958',4106,'XAUUSD Buy now @ 1922 Other limit @1919 tp @ 1931 tp2 @ Open   Sl @ 1915',XAUUSD,1922,1919,,,,1931,open,,,,1915,Buy now
5850,'5492592958',4107,'XAUUSD NEXT MOVE POSSIBLE',XAUUSD,,,,,,,,,,,,
8586,'5492592958',4788,'If you Happy and Satisfied now Close All Gold Enjoy Profit will see again later',GOLD,,,,,,,,,,,,
8587,'5492592958',4789,'Gold in the way of 1916 but still not confirmed Just stay away from gold now',GOLD,1916,,,,,,,,,,,
8589,'5492592958',4790,'XAUUSD BUY NOW  1921.5 - 1917  TP : 1928 TP : 1939  SL : 1912',XAUUSD,1921.5,1917,,,,1928,1939,,,,1912,Buy now
8591,'5492592958',4791,'Delete',,,,,,,,,,,,,
8592,'5492592958',4792,'Again and again',,,,,,,,,,,,,
1998,'5492592958',1904,'XAUUSD valid again from 1922  Same tp and sl',XAUUSD,1922,,,,,sl,,,,,,
8595,'5492592958',4794,'Enter again  Small lot this time',,,,,,,,,,,,,
2000,'5492592958',1905,'XAUUSD more buy limit 1917.5  Tp @ same   Sl set 1913',XAUUSD,1917.5,,,,,sl,,,,,1913,Buy limit
5856,'5492592958',4113,'XAUUSD buy again now @ 1918 tp @ 1931 tp 2 @ 1948  Sl @ 1913',XAUUSD,1918,,,,,1931,1948,,,,1913,Buy
8599,'5492592958',4797,'If anyone holding close',,,,,,,,,,,,,
2001,'5492592958',1906,'AUDCHF buy limit @ 0.5665 tp @ 0.5682 tp2 @ 0.5710  SL @ 0.56578 pips)',AUDCHF,0.5665,,,,,0.5682,0.5710,,,,0.56578,Buy limit
2002,'5492592958',1907,'NAS100 buy limit @ 15316 tp @ 15370 tp2 @ 15500  SL @ 1528531 pips)',NAS100,15316,,,,,15370,15500,,,,1528531,Buy limit
2003,'5492592958',1908,'USOIL buy limit @ 87.00 tp @ 88.90 tp2 @ 92.00  SL @ 86.00',USOIL,87.00,,,,,88.90,92.00,,,,86.00,Buy limit
5867,'5492592958',4123,'close this at entry  and enter with bottom trade only',,,,,,,,,,,,,
5868,'5492592958',4124,'200K FTMO Phase 1 starting today',,,,,,,,,,,,,
5869,'5492592958',4125,'GBPAUD giving us some deep comfirmation in M-1 minute   set one buy limit for GBPAUD @ 1.95260 same tp and same sl',GBPAUD,1.95260,,,,,sl,,,,,,Buy limit
8603,'5492592958',4801,'GBPAUD giving us some deep comfirmation in M-1 minute   set one buy limit for GBPAUD @ 1.95260  same tp and same sl',GBPAUD,1.95260,,,,,sl,,,,,,Buy limit
8605,'5492592958',4803,'USOIL BUY NOW   @ 87.00  TP : 88.50 TP : 90.80  SL : 86.00',USOIL,87.00,,,,,88.50,90.80,,,,86.00,Buy now
8607,'5492592958',4805,'AUDCHF BUY LIMIT   @ 0.5665  TP : 0.5680 TP : 0.5705  SL : 0.5657 8 Pips Only)',AUDCHF,0.5665,,,,,0.5680,0.5705,,,,0.5657,Buy limit
5870,'5492592958',4126,'EURJPY Buy now @ 157.950 tp @ 158.350 tp 2 @ 158.800  Sl @ 157.800',EURJPY,157.950,,,,,158.350,158.800,,,,157.800,Buy now
8608,'5492592958',4806,'EURJPY BUY NOW   @ 157.90  TP : 158.350 TP : 158.800  SL : 157.800',EURJPY,157.90,,,,,158.350,158.800,,,,157.800,Buy now
5871,'5492592958',4127,'NZDJPY sell limit @ 86.940 tp @ 86.450 tp 2 @ 85.860  SL @ 87.080',NZDJPY,86.940,,,,,86.450,85.860,,,,87.080,Sell limit
8609,'5492592958',4807,'NZDJPY SELL LIMIT   @ 86.940  TP : 86.531 TP : 86.025  SL : 87.080',NZDJPY,86.940,,,,,86.531,86.025,,,,87.080,Sell limit
8610,'5492592958',4808,'Secure your Gold Trades Close your worst entries hold only best entries with breakeven or close All',GOLD,,,,,,,,,,,,
5873,'5492592958',4129,'XAUUSD Yesterday gold trade still smashed zero drawdown 70+ pips running from 2nd trade',GOLD,,,,,,,,,,,,
5874,'5492592958',4130,'Set sl @ 57.650  More buy @ 157.840.',,,,,,,,,,,,57.650,Buy
8613,'5492592958',4810,'Set SL : 57.650  More buy @ 157.840',,,,,,,,,,,,57.650,Buy
8614,'5492592958',4811,'AUDUSD SELL NOW  @ 0.6381',AUDUSD,0.6381,,,,,,,,,,,Sell now
8616,'5492592958',4813,'XAUUSD SELL NOW  @ 1923  TP : 1918 TP : 1913  SL : 1928',XAUUSD,1923,,,,,1918,1913,,,,1928,Sell now
8618,'5492592958',4815,'.',,,,,,,,,,,,,
5878,'5492592958',4134,'Recover trade   EURJPY sell limit @ 157.680 tp @ 157.220 tp 2 @ 156.400  Sl @ 157..850 [ 17 PIPS ]',EURJPY,157.680,,,,,157.220,156.400,,,,,Sell limit
5879,'5492592958',4135,'GBPAUD refine entry   buy limit @ 1.95320 other limit @ 1.95190 tp @ 1.96360 tp 2 @ 1.97400  Sl @ 1.94950',GBPAUD,1.95320,1.95190,,,,1.96360,1.97400,,,,1.94950,Buy limit
5881,'5492592958',4137,'NAS100 sell limit @ 15350 tp @ 15260 tp 2 @ 15080  Sl @ 15400',NAS100,15350,,,,,15260,15080,,,,15400,Sell limit
5883,'5492592958',4139,'USDJPY sell now @ 147.380 Other limit @ 146.610 Sl @ 157.750',USDJPY,147.380,146.610,,,,,,,,,157.750,Sell now
5885,'5492592958',4141,'SCALP TRADE   EURGBP sell now @ 0.85715 other limit @ 0.85780 tp @ 0.85450 tp 2 @ 0.84890  Sl @ 0.85895',EURGBP,0.85715,0.85780,,,,0.85450,0.84890,,,,0.85895,Sell now
2007,'5492592958',1912,'EURUSD sell limit @ 1.0710  tp @ 1.0685 25 pips 2.5%)  sl @ 1.0719 09 pips)',EURUSD,1.0710,,,,,1.0685,,,,,1.0719,Sell limit
2009,'5492592958',1914,'EURAUD buy limit @ 1.6693 tp @ 1.6790 tp2 @ 1.6922  SL @ 1.6643',EURAUD,1.6693,,,,,1.6790,1.6922,,,,1.6643,Buy limit
2010,'5492592958',1915,'XAUUSD sell limit @ 1926.15 tp @ 1923.3 tp2 @ 1020.5  SL @ 1927.715 pips)',XAUUSD,1926.15,,,,,1923.3,1020.5,,,,1927.715,Sell limit
8627,'5492592958',4819,'EURUSD SELL LIMIT   @ 1.0710  TP : 1.0685  SL : 1.0719 09 Pips)',EURUSD,1.0710,,,,,1.0685,,,,,1.0719,Sell limit
8628,'5492592958',4820,'XAUUSD SELL LIMIT  @ 1926.10  TP : 1923.50 TP : 1920.50  SL : 1928',XAUUSD,1926.10,,,,,1923.50,1920.50,,,,1928,Sell limit
8629,'5492592958',4821,'EURAUD BUY LIMIT  @ 1.6693  TP : 1.6784 TP : 1.6903  SL : 1.6643',EURAUD,1.6693,,,,,1.6784,1.6903,,,,1.6643,Buy limit
8630,'5492592958',4822,'NZDCHF PENDING ORDER DELETE',NZDCHF,,,,,,,,,,,,
8631,'5492592958',4823,'What pending orders we have send me screenshot to confirm',,,,,,,,,,,,,
8632,'5492592958',4824,'USDCAD GBPAUD  DELETE BOTH',USDCAD,,,,,,,,,,,,
8633,'5492592958',4825,'We hit 2-3 pairs SL in last 2-3 days  But all have Small SL don’t worry',,23,,,,,,,,,,23,
5891,'5492592958',4146,'XAUUSD sell limit @ 1924.5 other limit @ 1926.1 TP @ 1921 TP 2 @ 1912  Sl @ 1928 [ 35 PIPS ]',XAUUSD,1924.5,1926.1,,,,1921,1912,,,,1928,Sell limit
8634,'5492592958',4826,'Check SL again',,,,,,,,,,,,,
5895,'5492592958',4150,'Delete 2nd limit',,,,,,,,,,,,,
8640,'5492592958',4830,'If anyone Missed it  Don’t Enter again',,,,,,,,,,,,,
5896,'5492592958',4151,'Long term trade  US30 sell now @ 34510 tp @ 34380 tp2 @ 34100  Sl @ 34630',US30,34510,,,,,34380,34100,,,,34630,Sell now
5897,'5492592958',4152,'Take one more sell now @ 34565 Sl shift to @ 34670  Long term trade',,34565,,,,,,,,,,34670,Sell now
5900,'5492592958',4155,'US30 NEXT MOVE POSSIBLE',US30,,,,,,,,,,,,
5901,'5492592958',4156,'XAUUSD Buy now again @ 1924 Tp @ 1931 tp2 @ 1947  Sl @ 1917',XAUUSD,1924,,,,,1931,1947,,,,1917,Buy now
5904,'5492592958',4159,'XAUUSD NEXT MOVE POSSIBLE',XAUUSD,,,,,,,,,,,,
5905,'5492592958',4160,'XAUUSD buy more @ 1921',XAUUSD,1921,,,,,,,,,,,Buy
5906,'5492592958',4161,'Sl shift to @ 1915 for safety hold trades',,,,,,,,,,,,1915,
8642,'5492592958',4832,'XAUUSD BUY NOW   @  1919  TP : 1923 TP : 1929  SL : 1914',XAUUSD,1919,,,,,1923,1929,,,,1914,Buy now
5910,'5492592958',4164,'Actual report is here!  We are modifying it with same trades sl & same trades blue pips Results will be 100% accuracy  Only Blue pip will cut Red pip on single pair',,,,,,,,,,,,,
8643,'5492592958',4833,'Set SL to entry now',,,,,,,,,,,,,
5915,'5492592958',4170,'My prayers for Moroccon borthers and sisters who got affected by the Earthquake. May things get easier for you.',,,,,,,,,,,,,
5916,'5492592958',4171,'?',,,,,,,,,,,,,
5917,'5492592958',4172,'.',,,,,,,,,,,,,
5918,'5492592958',4173,'.',,,,,,,,,,,,,
5919,'5492592958',4174,'.',,,,,,,,,,,,,
5920,'5492592958',4175,'.',,,,,,,,,,,,,
5921,'5492592958',4176,'.',,,,,,,,,,,,,
5922,'5492592958',4177,'.',,,,,,,,,,,,,
5923,'5492592958',4178,'.',,,,,,,,,,,,,
5924,'5492592958',4179,'.',,,,,,,,,,,,,
5925,'5492592958',4180,'M',,,,,,,,,,,,,
2028,'5492592958',1924,'Personal account use 1_2% risk   Prop firm accounts use 0.50% risk  Risk management colculator use your 0.50% risk by dividing 1% by 2',,,,,,,,,,,,,
2029,'5492592958',1925,'This colculator will gave you 1%',,,,,,,,,,,,,
8658,'5492592958',4837,'MMSM Template Market Maker Sell Model)  1. Original Consolidation - Green box on the left  2. LRB Low Risk Buy) - Blue box  3. SMR Smart Money Reversal) - Grey box [this is the reversal of the the MMSM]   4. LRS Low Risk Sell) - Red box [bearish OTE,,,,,,,,,,,,,Sell
5928,'5492592958',4182,'XAUUSD NEXT MOVE POSSIBLE',XAUUSD,,,,,,,,,,,,
5929,'5492592958',4183,'CADCHF NEXT MOVE POSSIBLE',CADCHF,,,,,,,,,,,,
2030,'5492592958',1926,'AUDNZD sell now @ 1.0868 tp @ 1.0840 tp2 @ 1.0808  SL @ 1.0880 12 pips)',AUDNZD,1.0868,,,,,1.0840,1.0808,,,,1.0880,Sell now
8661,'5492592958',4839,'AUDNZD SELL NOW   @ 1.0868  SL - 1.0880',AUDNZD,1.0868,,,,,,,,,,1.0880,Sell now
2031,'5492592958',1927,'CADCHF buy limit @ 0.6537 tp @ 0.6587 tp2 @ 0.6655  SL @ 0.651027 pips)',CADCHF,0.6537,,,,,0.6587,0.6655,,,,0.651027,Buy limit
8663,'5492592958',4841,'CADCHF BUY LIMIT   @ 0.6537  TP : 0.6570 TP : 0.6610  SL : 0.6509',CADCHF,0.6537,,,,,0.6570,0.6610,,,,0.6509,Buy limit
8664,'5492592958',4842,'SL was only 28 Pips Only',,,,,,,,,,,,28,
2032,'5492592958',1928,'GBPCHF sell limit @ 1.1162 tp @ 1.1110 tp2 @ 1.1060  SL @ 1.119432 pips)',GBPCHF,1.1162,,,,,1.1110,1.1060,,,,1.119432,Sell limit
2033,'5492592958',1929,'NAS100 sell now @ 15393 tp @ 15170 tp2 @ 14888  SL @ 15508 110 points )  dont use this on prop firm',NAS100,15393,,,,,15170,14888,,,,15508,Sell now
8665,'5492592958',4843,'GBPCHF SELL LIMIT   @ 1.1162  TP : 1.1116 TP : 1.1070  SL : 1.1194',GBPCHF,1.1162,,,,,1.1116,1.1070,,,,1.1194,Sell limit
8666,'5492592958',4844,'NAS100 SELL NOW   @ 15390  TP : 15200 TP : 15000  SL : 15508',NAS100,15390,,,,,15200,15000,,,,15508,Sell now
8668,'5492592958',4846,'GBPJPY BUY NOW   @ 183.00  TP : 183.34 TP : 183.89  SL : 182.51',GBPJPY,183.00,,,,,183.34,183.89,,,,182.51,Buy now
8669,'5492592958',4847,'CHFJPY BUY NOW   @ 164.08  TP : 164.44 TP : 165.13  SL : 163.63',CHFJPY,164.08,,,,,164.44,165.13,,,,163.63,Buy now
8670,'5492592958',4848,'GBPNZD BUY NOW   @ 2.1140 - 2.1100  TP : 2.1185 TP : 2.1240  SL : 2.1070',GBPNZD,2.1140,2.1100,,,,2.1185,2.1240,,,,2.1070,Buy now
8672,'5492592958',4850,'Many Signals was Posted Use Money Mangment',,,,,,,,,,,,,
8673,'5492592958',4851,'XAUEUR SELL NOW   @ 1796  TP : 1791 TP : 1783  SL : 1802',XAUEUR,1796,,,,,1791,1783,,,,1802,Sell now
8674,'5492592958',4852,'EURNZD BUY NOW   @ 1.8108  TP : 1.8141 TP : 1.8187  SL : 1.8168',EURNZD,1.8108,,,,,1.8141,1.8187,,,,1.8168,Buy now
2034,'5492592958',1930,'XAUUSD buy limit @ 1921.7 tp @ 1927 tp2 @ 1935  SL @ 191837 pips)',XAUUSD,1921.7,,,,,1927,1935,,,,191837,Buy limit
5933,'5492592958',4187,'US30 sell now @ 34670 tp @ 34450 tp 2 @ 34150  Sl @ 34750 [ 80 pips ]',US30,34670,,,,,34450,34150,,,,34750,Sell now
5934,'5492592958',4188,'XAUUSD Buy limit again @ 1923.80  Other limit @ 1921.70 tp @ 1930 tp 2 @ 1936  SL @ 1918',XAUUSD,1923.80,1921.70,,,,1930,1936,,,,1918,Buy limit
8681,'5492592958',4858,'XAUUSD BUY LIMIT  @ 1921.8  TP : 1926 TP : 1932  SL : 1917.8',XAUUSD,1921.8,,,,,1926,1932,,,,1917.8,Buy limit
5935,'5492592958',4189,'NAS100 sell now again @ 15385 TP @ 15280 tp 2 @ 15080  Sl @ 15450',NAS100,15385,,,,,15280,15080,,,,15450,Sell now
5936,'5492592958',4190,'Activated and running',,,,,,,,,,,,,
8684,'5492592958',4861,'GBPAUD BUY NOW   @ 1.9482 - 1.9452  TP : 1.9525 TP : 1.9578  SL : 1.9420',GBPAUD,1.9482,1.9452,,,,1.9525,1.9578,,,,1.9420,Buy now
8685,'5492592958',4862,'Use small lot',,,,,,,,,,,,,
5937,'5492592958',4191,'GBPAUD BUY LIMIT @ 1.94570 OTHER LIMIT @ 1.94400 TP @ 1.95400 TP 2 @ 1.96200  sL @ 1.94250',GBPAUD,1.94570,1.94400,,,,1.95400,1.96200,,,,1.94250,Buy limit
5938,'5492592958',4192,'Activated for me',,,,,,,,,,,,,
5939,'5492592958',4193,'AUDCHF sell now @ 0.57350 tp @ 0.57140 tp 2 @ 0.56750  Sl @ 0.54450',AUDCHF,0.57350,,,,,0.57140,0.56750,,,,0.54450,Sell now
5940,'5492592958',4194,'EURAUD Buy now @ 1.66760 tp @ 1.67650 tp 2 @ 1.68400  Sl @ 1.66500',EURAUD,1.66760,,,,,1.67650,1.68400,,,,1.66500,Buy now
5941,'5492592958',4195,'Edited',,,,,,,,,,,,,
5943,'5492592958',4196,'Hi',,,,,,,,,,,,,
5945,'5492592958',4197,'.',,,,,,,,,,,,,
5947,'5492592958',4199,'EURAUD sl edited @ 1.55450',EURAUD,,,,,,,,,,,1.55450,
5948,'5492592958',4200,'More sell now @ 15425 Sl shift ti @ 15510',,15425,,,,,,,,,,15510,Sell now
5949,'5492592958',4201,'Sl editied @ 1.66450',,,,,,,,,,,,1.66450,
8687,'5492592958',4864,'EURAUD BUY NOW   @ 1.6652  TP : 1.6685 TP : 1.6821  SL : 1.6625',EURAUD,1.6652,,,,,1.6685,1.6821,,,,1.6625,Buy now
12136,'5492592958',428,'Hit Stop loss  - 5 %',,,,,,,,,,,,,
5950,'5492592958',4202,'Audchf exit',AUDCHF,,,,,,,,,,,,
5951,'5492592958',4203,'GBPCHF sell now @ 1.11670 tp @ 1.11280 tp 2 @ 1.10570  Sl @ 1.11800',GBPCHF,1.11670,,,,,1.11280,1.10570,,,,1.11800,Sell now
8689,'5492592958',4866,'XAUUSD SELL NOW  @ 1928  - 1932  TP : 1922 TP : 1915  SL : 1935',XAUUSD,1928,1932,,,,1922,1915,,,,1935,Sell now
2035,'5492592958',1931,'XAUUSD triggered if missed enter manual',XAUUSD,,,,,,,,,,,,
5953,'5492592958',4205,'GBPCHF sell again @ 1.11700 tp @ 1.11280 tp 2 @ 1.10600  Sl @ 1.11950',GBPCHF,1.11700,,,,,1.11280,1.10600,,,,1.11950,Sell
5955,'5492592958',4206,'Remmebe',,,,,,,,,,,,,
8703,'5492592958',4878,'GBPUSD SELL NOW   @ 1.2526  TP : 1.2493 TP : 1.2444  SL : 1.2567',GBPUSD,1.2526,,,,,1.2493,1.2444,,,,1.2567,Sell now
8704,'5492592958',4879,'Small lot',,,,,,,,,,,,,
8709,'5492592958',4881,'EURGBP SELL LIMIT   @ 0.8591  TP : 0.8570 TP : 0.8546  SL : 0.8607',EURGBP,0.8591,,,,,0.8570,0.8546,,,,0.8607,Sell limit
8710,'5492592958',4882,'XAUUSD SELL NOW  @ 1924 - 1926  TP : 1919 TP : 1914  SL : 1932',XAUUSD,1924,1926,,,,1919,1914,,,,1932,Sell now
8711,'5492592958',4883,'AUDCAD SELL NOW   @ 0.8737  TP : 0.8718 TP : 0.8688  SL : 0.8765',AUDCAD,0.8737,,,,,0.8718,0.8688,,,,0.8765,Sell now
8712,'5492592958',4884,'XAUUSD SELL LIMIT   @ 1926 - 1929  TP : 1921 TP : 1915  SL : 1933',XAUUSD,1926,1929,,,,1921,1915,,,,1933,Sell limit
2037,'5492592958',1933,'XAUUSD enter again @ 1921 Tps same   Sl @ 1916',XAUUSD,1921,,,,,,,,,,1916,
8716,'5492592958',4887,'Tp missed by few pips Sl move entry',,,,,,,sl,,,,,,
8717,'5492592958',4888,'Tp',,,,,,,,,,,,,
8718,'5492592958',4889,'Tp',,,,,,,,,,,,,
8719,'5492592958',4890,'Tp',,,,,,,,,,,,,
5960,'5492592958',4212,'XAUUSD take re_entry from @ 1920  Sl shift to @ 1915 for safety',XAUUSD,1920,,,,,,,,,,1915,
5961,'5492592958',4213,'CHFJPY sell limit @ 165.320  Tp @ 164.460  Tp2 @ 162.950   Sl @ 165.580 20 pip)',CHFJPY,165.320,,,,,164.460,162.950,,,,165.580,Sell limit
5963,'5492592958',4215,'NZDCAD buy limit @ 0.80170 Other limit @ 0.80100 tp @ 0.80600 tp2 @ 0.81200  Sl @ 0.79980',NZDCAD,0.80170,0.80100,,,,0.80600,0.81200,,,,0.79980,Buy limit
2039,'5492592958',1936,'GBPJPY buy limit @ 182.90 tp @ 183.48 tp2 @ 184.50  SL @ 182.6030 pips)',GBPJPY,182.90,,,,,183.48,184.50,,,,182.6030,Buy limit
2042,'5492592958',1939,'GBPNZD sell limiT @ 2.1159 tp @ 2,GBPNZD,2.1159,,,,,,,,,,,Sell limit
8723,'5492592958',4894,'GBPJPY BUY LIMIT   @ 182.90  TP : 183.45 TP : 184.30  SL : 182.56',GBPJPY,182.90,,,,,183.45,184.30,,,,182.56,Buy limit
2043,'5492592958',1940,'NZDUSD buy now @ 0.5894 tp @ 0.5933 tp2 @ 0.5988  sl @ 0.587024 pips)',NZDUSD,0.5894,,,,,0.5933,0.5988,,,,0.587024,Buy now
2044,'5492592958',1941,'XAUUSD buy now @ 1915 Tp @ 1925 Tp2 @ 1934.5  Sl @ 1908',XAUUSD,1915,,,,,1925,1934.5,,,,1908,Buy now
8726,'5492592958',4896,'XAUUSD BUY NOW   @ 1915 - 1912  TP : 1920 TP : 1929  SL : 1908',XAUUSD,1915,1912,,,,1920,1929,,,,1908,Buy now
8727,'5492592958',4897,'NZDUSD BUY NOW   @ 0.5894  TP : 0.5928 TP : 0.5960  SL : 0.5870',NZDUSD,0.5894,,,,,0.5928,0.5960,,,,0.5870,Buy now
5966,'5492592958',4218,'XAUUSD buy again @ 1915 Tp @ 1924 Tp2 @ 1938  Sl @.1908',XAUUSD,1915,,,,,1924,1938,,,,,Buy
8728,'5492592958',4898,'GBPNZD SELL LIMIT  @ 2.1159  TP : 2.1089 TP : 2.0980  SL : 2.1218',GBPNZD,2.1159,,,,,2.1089,2.0980,,,,2.1218,Sell limit
8729,'5492592958',4899,'Close this trades will see later',,,,,,,,,,,,,
8730,'5492592958',4900,'I’m accepting gold more down maybe 1910 will buy this buy 1915 buy zone bit risky',GOLD,1910,1915,,,,,,,,,,Buy
5968,'5492592958',4220,'XAUUSD more buy limit @ 1911  tp @ 1924 tp 2 @ 1942   Sl @ 1904 [ FOR al ]',XAUUSD,1911,,,,,1924,1942,,,,1904,Buy limit
5969,'5492592958',4221,'NZDCHF sell limit @ 0.52725 Other limit @ 0.52790 tp @ 0.52400 tp 2 @ 0.52050  SL @ 0.52870',NZDCHF,0.52725,0.52790,,,,0.52400,0.52050,,,,0.52870,Sell limit
5970,'5492592958',4222,'EURGBP Buy limit @ 0.85660 tp @ 0.8600 tp 2 @ 0.86330  SL @ 0.85550',EURGBP,0.85660,,,,,0.8600,0.86330,,,,0.85550,Buy limit
2045,'5492592958',1942,'USDCAD buy now @ 1.3576 Tp @ 1.3600 Tp2 @ 1.3647  Sl @ 1.356808 pips)',USDCAD,1.3576,,,,,1.3600,1.3647,,,,1.356808,Buy now
8736,'5492592958',4902,'USDCAD BUY NOW  @ 1.3576  TP : 1.3600 TP : 1.3647  SL : 1.356808 pips)',USDCAD,1.3576,,,,,1.3600,1.3647,,,,1.356808,Buy now
8737,'5492592958',4903,'XAUUSD BUY NOW   @ 1910 - 1916  TP : 1915 TP : 1920  SL : 1902',XAUUSD,1910,1916,,,,1915,1920,,,,1902,Buy now
8738,'5492592958',4904,'Second limit 1906',,1906,,,,,,,,,,,
2047,'5492592958',1944,'XAUUSD use same sl  Took buy entry from 1909',XAUUSD,,,,,,,,,,,1909,Buy
5973,'5492592958',4224,'US30 sell now @ 34770 tp @ 34650 tp2 @ 34450  Sl @.34880',US30,34770,,,,,34650,34450,,,,,Sell now
5974,'5492592958',4225,'UDDCAD buy limit @ 1.35150 tp @ 1.36100 tp 2 @ 1.36900  Sl @ 1.35900',,1.35150,,,,,1.36100,1.36900,,,,1.35900,Buy limit
5975,'5492592958',4226,'long tp @ 34150',,,,,,,34150,,,,,,
5979,'5492592958',4230,'Take one direct sell now @ 165.05 tp and sl use previous',,165.05,,,,,sl,,,,,,Sell now
2053,'5492592958',1950,'NAS100 sell limit @ 15360 tp @ 15240 tp2 @ 15050  SL @ 15475',NAS100,15360,,,,,15240,15050,,,,15475,Sell limit
8749,'5492592958',4911,'NAS100 SELL LIMIT  @ 15360  TP : 15260 TP : 15100  SL : 15480',NAS100,15360,,,,,15260,15100,,,,15480,Sell limit
2054,'5492592958',1951,'NZDUSD move 1:1rr  Now closed at breakeven',NZDUSD,,,,,,,,,,,,
8750,'5492592958',4912,'Close now at entry',,,,,,,,,,,,,
5982,'5492592958',4233,'GBPCHF sell limit @ 1.11490 tp @2 1.11030 tp 2 @ 1.10300  Sl @ 1.11680',GBPCHF,1.11490,,,,,1.11030,1.10300,,,,1.11680,Sell limit
5983,'5492592958',4234,'2ND ENTRYAFTER LFT CONFIRMATION   CHFJPY Sell limit @ 165.150 tp @ 164.620 tp 2 @ 163.920  SL @ 165.300 [ 15 pips ]',CHFJPY,165.150,,,,,164.620,163.920,,,,165.300,Sell limit
5984,'5492592958',4235,'Use 0.001% risk for new limit  Set one at @ 1.11410 Sl & tp same  Keep previous limit as well',,1.11410,,,,,,,,,,,
5985,'5492592958',4236,'Activation missed by 02 pips enter manual',,02,,,,,,,,,,,
5986,'5492592958',4237,'Sl extend 10 pips more because of CPI @ 1.34800',,,,,,,,,,,,10,
2056,'5492592958',1953,'XAUUSD sell now @ 1910 other sell limit @ 1915 tp @ 1899 tp2 @ 1881  SL @ 1923',XAUUSD,1910,1915,,,,1899,1881,,,,1923,Sell limit
2057,'5492592958',1954,'use small lot strong news ahead and sl is bigger',,,,,,,,,,,,,
5987,'5492592958',4238,'NASDAQ SELL STOP 15270 NASDAQ BUY STOP 15350  USE LESS RISK',NASDAQ,15270,15350,,,,,,,,,,Sell stop
2058,'5492592958',1955,'XAUUSD on fire 50+ pips sl move to entry point and take partially',XAUUSD,,,,,,,,,,,,
5989,'5492592958',4240,'CHFJPY VIEW BOOOOOOOOOOOM IN M1',CHFJPY,,,,,,,,,,,,
5992,'5492592958',4243,'Gold buy trades exit',GOLD,,,,,,,,,,,,Buy
5993,'5492592958',4244,'XAUUSD sell now @ 1912',XAUUSD,1912,,,,,,,,,,,Sell now
8753,'5492592958',4914,'XAUUSD SELL NOW  @ 1912  TP & SL POSTED SOON',XAUUSD,1912,,,,,sl,,,,,,Sell now
5994,'5492592958',4245,'Tp @ 1900 tp 2 @ 1885  Sl @ 1921',,,,,,,1900,1885,,,,1921,
5995,'5492592958',4246,'CHFJPY SCALP ENTREIS',CHFJPY,,,,,,,,,,,,
5996,'5492592958',4247,'XAUUSD NEXT MOVE POSSIBLE',XAUUSD,,,,,,,,,,,,
8754,'5492592958',4915,'Limit Active and Running 50+ pips close All',,,,,,,,,,,,,
8755,'5492592958',4916,'Add more Sell Limit @  1915  SL : 1923',,1915,,,,,,,,,,1923,Sell limit
8757,'5492592958',4917,'SET TPS  TP : 1906 TP : 1901',,,,,,,1906,1901,,,,,
8758,'5492592958',4918,'Market is very slow no volume',,,,,,,,,,,,,
8759,'5492592958',4919,'Active',,,,,,,,,,,,,
8762,'5492592958',4920,'Nas100 active and running 90+ pips profit SL to entry and close 60% profit',NAS100,,,,,,,,,,,,
8769,'5492592958',4923,'Send me Profit screenshot all my boys',,,,,,,,,,,,,
8774,'5492592958',4924,'I’m still holding 20% I close 80% already',,,,,,,,,,,,,
12140,'5492592958',432,'get ready for GBP/AUD',GBP/AUD,,,,,,,,,,,,
12143,'5492592958',434,'— Close - 25  PIP',,,,,,,,,,,,,
5998,'5492592958',4249,'US30 Sell now @ 34675 tp @ 34550 tp2 @ 34150  Sl @ 34760',US30,34675,,,,,34550,34150,,,,34760,Sell now
2064,'5492592958',1961,'XAUUSD sell limit @ 1909 tp @ 1904 tp2 @ 1896  SL @ 1912 30 pips)',XAUUSD,1909,,,,,1904,1896,,,,1912,Sell limit
8785,'5492592958',4928,'XAUUSD SELL LIMIT   @ 1909  TP : 1904 TP : 1900  SL : 1912 [30 pips]',XAUUSD,1909,,,,,1904,1900,,,,1912,Sell limit
6004,'5492592958',4255,'Watching new setups ..',,,,,,,,,,,,,
8788,'5492592958',4930,'EURUSD BUY NOW   @ 1.0728  TP : 1.0763 TP : 1.0828  SL : 1.0700',EURUSD,1.0728,,,,,1.0763,1.0828,,,,1.0700,Buy now
6006,'5492592958',4257,'EURJPY sell limit @ 158.340 tp @ 157.890 tp 2 @ 156.950  Sl @ 158.470 [ 13 PIPS ]',EURJPY,158.340,,,,,157.890,156.950,,,,158.470,Sell limit
6007,'5492592958',4258,'SCALP TRADE   XAUUSD sell limit @ 1909.10 tp @ 1904 tp 2 @ 1897  Sl @ 1913',XAUUSD,1909.10,,,,,1904,1897,,,,1913,Sell limit
8790,'5492592958',4931,'Set New SL',,,,,,,,,,,,,
