source_message_id,chatid,target_message_id,text,Instrument name,Entry price 1,Entry price 2,Entry price 3,Entry price 4,Entry price 5,Take profit price 1,Take profit price 2,Take profit price 3,Take profit price 4,Take profit price 5,Stop loss price,Order Type
1942,'5492592958',1855,'XAUUSD sell now @ 1931.5 Tp @ 1926 Tp2 @ 1917  Sl @ 1934',XAUUSD,1931.5,,,,,1926,1917,,,,1934,Sell now
8393,'5492592958',4635,'XAUUSD sell now @ 1931.5',XAUUSD,1931.5,,,,,,,,,,,Sell now
8394,'5492592958',4636,'TP : 1926 TP : 1917  SL : 1934',,,,,,,1926,1917,,,,1934,
5736,'5492592958',3998,'XAUUSD sell now @ 1931',XAUUSD,1931,,,,,,,,,,,Sell now
5737,'5492592958',3999,'XAUUSD sell now @ 1931.50 Tp @ 1924 Tp2 @ 1912  Sl @ 1935',XAUUSD,1931.50,,,,,1924,1912,,,,1935,Sell now
5738,'5492592958',4000,'Sl edited @ 1937',,,,,,,,,,,,1937,
8396,'5492592958',4637,'SL : 1937',,,,,,,,,,,,1937,
5739,'5492592958',4001,'XAUUSD sell more @ 1934',XAUUSD,1934,,,,,,,,,,,Sell
8397,'5492592958',4638,'ADD MORE SELL   @ 1934  SL : 1938  for both)',,1934,,,,,,,,,,1938,Sell
8398,'5492592958',4639,'Second tp : 1920 Mistaken type : 1902',,,,,,,1920,,,,,,
8399,'5492592958',4640,'For Long term Target : 1902 Valid',,1902,,,,,,,,,,,
1944,'5492592958',1856,'XAUUSD sl hit 25- pips EURGBP sl hit 27-- pips',XAUUSD,,,,,,,,,,,25,
5744,'5492592958',4006,'This last update for those who have still this trade',,,,,,,,,,,,,
12105,'5492592958',398,'Sell limit area 146.250 : 146.200',,146.250,146.200,,,,,,,,,,Sell limit
5746,'5492592958',4008,'USDCHF buy limit @ 1.87790 tp @ 0.88250 tp 2 @ 0.88870  Sl @ 0.87400',USDCHF,1.87790,,,,,0.88250,0.88870,,,,0.87400,Buy limit
5747,'5492592958',4009,'You can take one direct as well',,,,,,,,,,,,,
5748,'5492592958',4010,'NZDCAD not Valid',NZDCAD,,,,,,,,,,,,
8404,'5492592958',4644,'USDCHF BUY LIMIT   @ 1.87790  TP : 0.88250 TP : 0.88870  SL : 0.87400',USDCHF,1.87790,,,,,0.88250,0.88870,,,,0.87400,Buy limit
5750,'5492592958',4012,'EURUSD sell limit @ 1.09150 Sl @ 1.09320 Tp open',EURUSD,1.09150,,,,,open,,,,,1.09320,Sell limit
8407,'5492592958',4647,'EURUSD SELL LIMIT   @ 1.09150  TP : OPEN)  SL : 1.09320',EURUSD,1.09150,,,,,open,,,,,1.09320,Sell limit
8408,'5492592958',4648,'EURUSD BUY LIMIT   @ 1.08122  TP : 1.08555 TP : 1.09240 TP : OPEN HOLD)  SL : 1.07577',EURUSD,1.08122,,,,,1.08555,1.09240,open,,,1.07577,Buy limit
8409,'5492592958',4649,'SWING TRADE EURJPY SELL LIMIT   @ 159.178  TP : 158.608 TP : 157.785 TP : OPEN HOLD)  SL : 159.739',EURJPY,159.178,,,,,158.608,157.785,open,,,159.739,Sell limit
8410,'5492592958',4650,'GBPJPY BUY NOW TP AND SL POST SOON',GBPJPY,,,,,,sl,,,,,,Buy now
8411,'5492592958',4651,'USDJPY BUY NOW TP AND SL POST SOON',USDJPY,,,,,,sl,,,,,,Buy now
5751,'5492592958',4013,'EURUSD sell limit @ 1.09150 tp @ 1.08500 tp 2 @ 1.07800  Sl @ 1.09330 [ 18 PIPS ]',EURUSD,1.09150,,,,,1.08500,1.07800,,,,1.09330,Sell limit
5752,'5492592958',4014,'NZDUSD sell limit @ 0.59500 tp @ 0.58900 tp 2 @ 0.58220  Sl @ 0.59770',NZDUSD,0.59500,,,,,0.58900,0.58220,,,,0.59770,Sell limit
1945,'5492592958',1857,'EURJPY sell limit @ 159.20 tp @ 158.50 tp2 @ 157.77  SL @ 159.55',EURJPY,159.20,,,,,158.50,157.77,,,,159.55,Sell limit
5754,'5492592958',4016,'CADJPY sell now @ 107.960',CADJPY,107.960,,,,,,,,,,,Sell now
5755,'5492592958',4017,'CADJPY sell now @ 107.950 tp @ 107.550 tp 2 @ 106.850  sl @ 108.130 [ 18 PIPS ]',CADJPY,107.950,,,,,107.550,106.850,,,,108.130,Sell now
5757,'5492592958',4019,'EURJPY sell limit @ 159.200 tp @ 1 @ 158.400 tp 2 @ open set & forget   sl @ 159.450 [ 25 PIPS 0',EURJPY,159.200,,,,,158.400,open,,,,159.450,Sell limit
8417,'5492592958',4654,'In Gold Increase SL 10 more Pips set 1941',GOLD,,,,,,,,,,,10,
1946,'5492592958',1858,'Market have very low volatility this week  Very slow and boring movement',,,,,,,,,,,,,
8418,'5492592958',4655,'AUDJPY SELL NOW   @ 94.66  TP : 93.86 TP : 92.81  SL : 95.07',AUDJPY,94.66,,,,,93.86,92.81,,,,95.07,Sell now
8419,'5492592958',4656,'USDCAD SELL LIMIT    @ 1.36144  TP  : 1.35877 TP  : 1.35547 TP  : OPEN  SL : 1.36651',USDCAD,1.36144,,,,,1.35877,1.35547,open,,,1.36651,Sell limit
5758,'5492592958',4020,'EURCAD sell now @ 1.47670 tp open   Sl @ 1.47870',EURCAD,1.47670,,,,,open,,,,,1.47870,Sell now
5759,'5492592958',4021,'EURCAD sell now @ 1.47680',EURCAD,1.47680,,,,,,,,,,,Sell now
5760,'5492592958',4022,'Sl extend 5  pips more # 159.500',,,,,,,,,,,,159.500,
8421,'5492592958',4658,'AUDUSD SELL NOW   @  0.6470  TP : 0.6439 TP : 0.6402  SL : 0.6497',AUDUSD,0.6470,,,,,0.6439,0.6402,,,,0.6497,Sell now
1947,'5492592958',1859,'XAUUSD sell now @ 1940 other sell limit @ 1942 tp @ 1931 tp2 @ 1918  SL @ 1948',XAUUSD,1940,1942,,,,1931,1918,,,,1948,Sell limit
5762,'5492592958',4024,'EURJPY sell limit @ 159.210 tp @ 158.750 tp 2 @ open   Sl @ 159.470',EURJPY,159.210,,,,,158.750,open,,,,159.470,Sell limit
8422,'5492592958',4659,'XAUUSD SELL NOW  @ 1940 - 42  TP : 1935 TP : 1925  SL : 1949',XAUUSD,1940,42,,,,1935,1925,,,,1949,Sell now
5763,'5492592958',4025,'XAUSD sell now @2 1839',,1839,,,,,,,,,,,Sell now
5764,'5492592958',4026,'XAUUSD sell now @ 1941.70 tp @ 1933  tp 2 @ 1915   Sl @ 1948',XAUUSD,1941.70,,,,,1933,1915,,,,1948,Sell now
5765,'5492592958',4027,'Entry @ 1942.10',,1942.10,,,,,,,,,,,
8424,'5492592958',4661,'EURJPY Add sell more    @ 159.330',EURJPY,159.330,,,,,,,,,,,Sell
1948,'5492592958',1860,'XAUUSD possibilites  set more sell @ 1948 tp @ same   SL @ 1955.5',XAUUSD,1948,,,,,sl,,,,,1955.5,Sell
8426,'5492592958',4663,'XAUUSD possible Little Bit More Up Take Chance Set One More Sell Limit   @ 1948  TPs : SAME  SL : 1955.5 FOR BOTH)',XAUUSD,1948,,,,,,,,,,1955.5,Sell limit
5768,'5492592958',4030,'Recovery trade   USDCAD buy now @ 1.35300 other limit 2 1.35230 TP @ 1.35700 tp 2 @ 1.36360  Sl @ 1.35070',USDCAD,1.35300,1.35230,,,,1.35700,1.36360,,,,1.35070,Buy now
8429,'5492592958',4665,'Recovery trade   USDCAD BUY NOW   @ 1.35280 - 1.35230  TP : 1.35700 TP : 1.36360  SL : 1.35070',USDCAD,1.35280,1.35230,,,,1.35700,1.36360,,,,1.35070,Buy now
5769,'5492592958',4031,'XAUUSD sell now @ 1946.70 tp @ 1933 tp 2 @ 1916   Sl @ 1954',XAUUSD,1946.70,,,,,1933,1916,,,,1954,Sell now
8430,'5492592958',4666,'Keep Hold All Trades',,,,,,,,,,,,,
5770,'5492592958',4032,'NZDUSD stop hunt as well',NZDUSD,,,,,,,,,,,,
12118,'5492592958',406,'Add 15 PIP To Stop loss until retest end',,15,,,,,,,,,,,
8434,'5492592958',4670,'GBPAUD BUY NOW   @ 1.9620-1.9570  TP : 1.9660 TP : 1.9760  SL : 1.9530',GBPAUD,,,,,,1.9660,1.9760,,,,1.9530,Buy now
8436,'5492592958',4671,'EURAUD BUY NOW  @ 1.6840 - 1.6800  TP : 1.6880 TP : 1.7000  SL :1.6750',EURAUD,1.6840,1.6800,,,,1.6880,1.7000,,,,1.6750,Buy now
8437,'5492592958',4672,'GBPJPY BUY NOW',GBPJPY,,,,,,,,,,,,Buy now
8438,'5492592958',4673,'GBPUSD SELL NOW',GBPUSD,,,,,,,,,,,,Sell now
1950,'5492592958',1862,'CADJPY buy now @ 107.63 tp @ 107.84 tp2 @ 108.04  SL @ 107.5508 pips)',CADJPY,107.63,,,,,107.84,108.04,,,,107.5508,Buy now
8440,'5492592958',4675,'CADJPY BUY NOW    @ 107.63  TP :  107.84 TP : 108.04  SL : 107.55',CADJPY,107.63,,,,,107.84,108.04,,,,107.55,Buy now
1954,'5492592958',1866,'EURCHF still running',EURCHF,,,,,,,,,,,,
1955,'5492592958',1867,'CHFJPY still running we are safe by 1 pip',CHFJPY,,,,,,,,,,,,
1957,'5492592958',1869,'CADJPY set breakeven  If anyone toom some profit good luck  It already move 16+ pips 1:2rr',CADJPY,,,,,,,,,,,,
5774,'5492592958',4035,'Last 10 DAYS PERFORMANCE for 4500$ Account   Total Proft upto 10k$  Withdrawal amount in last  10 Days   : 7436$  Upcoming withdrawal : 3338$  Quality  Over Quantity trades',,10,10,,,,,,,,,,
1958,'5492592958',1870,'CHFJPY UPDATE   tp1 hit 70+ pips 1:2rr  #VIP_TRADE',CHFJPY,,,,,,,,,,,,
1959,'5492592958',1871,'NAS100 sell now @ 15453 tp @ 15240 tp2 @ 15925  SL @ 15600',NAS100,15453,,,,,15240,15925,,,,15600,Sell now
8443,'5492592958',4678,'NAS100 SELL NOW    @ 15453  TP ; 15240 TP : 15925  SL : 15600',NAS100,15453,,,,,15240,15925,,,,15600,Sell now
8445,'5492592958',4679,'Valid second limit also',,,,,,,,,,,,,
8446,'5492592958',4680,'Second limit valid',,,,,,,,,,,,,
8447,'5492592958',4681,'SL',,,,,,,,,,,,,
8448,'5492592958',4682,'Tp',,,,,,,,,,,,,
5775,'5492592958',4036,'XAUUSD exit from sell 15+ enjoy profit',XAUUSD,,,,,,,,,,,,Sell
12122,'5492592958',413,'EUR/AUD  Sell now  1.67550 Tp 1 : 75 PIP Tp 2 + 3  Open Stop loss - 1.68300',EUR/AUD,1.67550,,,,,75,open,,,,,Sell now
8451,'5492592958',4684,'Hold',,,,,,,,,,,,,
8452,'5492592958',4685,'US30 SELL NOW   @ 34995  TP : 34890 TP : 34750  SL : 35150',US30,34995,,,,,34890,34750,,,,35150,Sell now
8453,'5492592958',4686,'XAUUSD SELL NOW  @ 1944 - 1947  Tp : 1938 TP : 1927  SL : 1953',XAUUSD,1944,1947,,,,1938,1927,,,,1953,Sell now
8461,'5492592958',4691,'After aa slow boring market thanks God gold awake up',GOLD,,,,,,,,,,,,
1963,'5492592958',1875,'GBPCAD buy limit @ 1.7050 tp @ 1.7144 tp2 @ 1.7297  SL @ 1.700050 pips)',GBPCAD,1.7050,,,,,1.7144,1.7297,,,,1.700050,Buy limit
8466,'5492592958',4693,'GBPCAD BUY LIMIT   @ 1.7050  TP : 1.7144 TP : 1.7297  SL : 1.7000',GBPCAD,1.7050,,,,,1.7144,1.7297,,,,1.7000,Buy limit
8467,'5492592958',4694,'GBPCHF SELL NOW   @ 1.1183  TP : 1.1160 TP : 1.1088  SL : 1.1210',GBPCHF,1.1183,,,,,1.1160,1.1088,,,,1.1210,Sell now
8468,'5492592958',4695,'EURGBP BUY NOW   @ 0.8557  TP : 0.8580 TP : 0.8611  SL : 0.8550',EURGBP,0.8557,,,,,0.8580,0.8611,,,,0.8550,Buy now
8469,'5492592958',4696,'Use only small lot Today',,,,,,,,,,,,,
8470,'5492592958',4697,'SL hit 07 Pips--',,,,,,,,,,,,,
5777,'5492592958',4039,'XAUUSD Sell Stop @ 1938   Tp @ 1932 tp2 @ open   Sl @ 1950',XAUUSD,1938,,,,,1932,open,,,,1950,Sell stop
1964,'5492592958',1876,'XAUUSD sell now @ 1953 Tp @ 1946 Tp2 @ 1934  Sl @ 1958',XAUUSD,1953,,,,,1946,1934,,,,1958,Sell now
5778,'5492592958',4040,'XAUUSD sell now @ 1953 Tp @ 1942   Sl @ 1958',XAUUSD,1953,,,,,1942,,,,,1958,Sell now
8472,'5492592958',4699,'XAUUSD BUY NOW   @ 1949 - 50  TP : 1955 TP : 1959  SL : 1937',XAUUSD,1949,50,,,,1955,1959,,,,1937,Buy now
8473,'5492592958',4700,'Exit',,,,,,,,,,,,,
8474,'5492592958',4701,'XAUUSD sell now   @ 1953 - 55  TP : 1946 TP : 1934  SL : 1959',XAUUSD,1953,55,,,,1946,1934,,,,1959,Sell now
5780,'5492592958',4042,'XAUUSD sell hold with break even  XAUUSD Next Swing Trade set Long term buy limit  @ 1942 Tp @ 1945  Sl @ 1937',XAUUSD,1942,,,,,1945,,,,,1937,Buy limit
8477,'5492592958',4702,'Set Breakeven must may be it will go up again',,,,,,,,,,,,,
8479,'5492592958',4704,'After News Gold Moving 10 - 20 pips what we do here  Total lazy Week',GOLD,10,20,,,,,,,,,,
8480,'5492592958',4705,'Strat smashing',,,,,,,,,,,,,
8481,'5492592958',4706,'55+ pips near to Target 1',,,,,,,,,,,,,
5781,'5492592958',4043,'Delete it',,,,,,,,,,,,,
5783,'5492592958',4045,'Enjoy',,,,,,,,,,,,,
5784,'5492592958',4046,'Next trade',,,,,,,,,,,,,
5787,'5492592958',4049,'Set sl @ 1933 More buy @ 1938',,,,,,,,,,,,1933,Buy
8484,'5492592958',4707,'Close All gold Now',GOLD,,,,,,,,,,,,
8487,'5492592958',4710,'Can You Guys give me Review of today Signals Plus Today trades Screenshot',,,,,,,,,,,,,
8489,'5492592958',4712,'All guys comment please',,,,,,,,,,,,,
12123,'5492592958',414,'USD/JPY Hit Tp 2 + 140 PIP  EUR/AUD Hit Tp 1 + 75 PIP  —-  EUR/CHF  AUD/USD   hit Stop loss  —-  august was Hard month - but we will do our best this month 9',USD/JPY,,,,,,140,75,,,,,
8494,'5492592958',4716,'Some monthly clients having expired their premium offer Going to remove or you can Renew your membership',,,,,,,,,,,,,
5794,'5492592958',4053,'NZDUSD NEXT MOVE POSSIBLE',NZDUSD,,,,,,,,,,,,
5795,'5492592958',4054,'USDCAD NEXT MOVE POSSIBLE',USDCAD,,,,,,,,,,,,
5796,'5492592958',4055,'CADJPY NEXT MOVE POSSBLE',CADJPY,,,,,,,,,,,,
5797,'5492592958',4056,'GBPCAD NEXT MOVE POSSIBLE',GBPCAD,,,,,,,,,,,,
5798,'5492592958',4057,'XAGUSD NEXT MOVE POSSIBLE',XAGUSD,,,,,,,,,,,,
5801,'5492592958',4061,'CADJPY sell limit @ 107.980 tp @ 107.050 tp 2 @ 106.050  SL @ 108.120',CADJPY,107.980,,,,,107.050,106.050,,,,108.120,Sell limit
5802,'5492592958',4062,'SCALP TRADE   USDJPY sell now @ 146.360 tp @ 146.010 tp 2 @ open   Sl @ 146.490',USDJPY,146.360,,,,,146.010,open,,,,146.490,Sell now
5803,'5492592958',4063,'Sl edited @ 146.560',,,,,,,,,,,,146.560,
5804,'5492592958',4064,'NZDUSD Buy limit @ 0.59050 tp @ 0.59850 tp 2 @ 0.60900  Sl @ 0.',NZDUSD,0.59050,,,,,0.59850,0.60900,,,,,Buy limit
5805,'5492592958',4065,'NZDCHF buy now @ 0.52560 Tp and sl will post soon',NZDCHF,0.52560,,,,,sl,,,,,,Buy now
5806,'5492592958',4066,'Other buy limit @ 0.52460 Tp @ 0.52800 Tp2 open   Sl @ 0.52300',,0.52460,,,,,0.52800,open,,,,0.52300,Buy limit
1978,'5492592958',1884,'AUDNZD sell limit @ 1.0883 tp @ 1.0850 tp2 @ 1.0816  SL @ 1.0900',AUDNZD,1.0883,,,,,1.0850,1.0816,,,,1.0900,Sell limit
8507,'5492592958',4721,'AUDNZD SELL LIMIT   @ 1.0883  TP : 1.0855 TP : 1.0821  SL : 1.0900',AUDNZD,1.0883,,,,,1.0855,1.0821,,,,1.0900,Sell limit
8508,'5492592958',4722,'AUDJPY SELL LIMIT   @ 94.67  TP : 94.20 TP : 93.30  SL : 95.15',AUDJPY,94.67,,,,,94.20,93.30,,,,95.15,Sell limit
5807,'5492592958',4067,'GBPUSD Buy now @ 1.26210 Other limit @ 1.26140 Tp @ 1.26700 Tp2 @ 1.27700  Sl @ .125880',GBPUSD,1.26210,1.26140,,,,1.26700,1.27700,,,,,Buy now
8510,'5492592958',4724,'EURAUD SELL NOW   @1.6706  TP : 1.6645 TP : 1.6570  SL : 1.6745',EURAUD,1.6706,,,,,1.6645,1.6570,,,,1.6745,Sell now
5808,'5492592958',4068,'AUDNZD Sell Limit @ 1.08870 tp @ 1.08470 tp 2 @ 1.08050  SL @ 1.08990 [ 11Pips ]',AUDNZD,1.08870,,,,,1.08470,1.08050,,,,1.08990,Sell limit
5809,'5492592958',4069,'LONG TERM TRADE   GBPAUD buy limit @ 1.95020 tp @ 1.96400 tp 2 @ 1.98180  Sl @ 1.94620 [ 40 pips ]',GBPAUD,1.95020,,,,,1.96400,1.98180,,,,1.94620,Buy limit
5810,'5492592958',4070,'Sl was 20 pips but i have extended it 20 pips more so our trades will be safe in case of high night spread',,,,,,,,,,,,20,
1979,'5492592958',1885,'USD & CAD banks holiday  Market have no momentum  Slow and lazy market',,,,,,,,,,,,,
8512,'5492592958',4726,'GBPCAD SELL NOW   @ 1.7165  TP : 1.7131 TP : 1.7080  SL : 1.7195',GBPCAD,1.7165,,,,,1.7131,1.7080,,,,1.7195,Sell now
1981,'5492592958',1887,'NZDCAD buy limit @ 0.8065 tp @ 0.8135 tp2 @ 0.8220  Sl @ 0.803035 pips)',NZDCAD,0.8065,,,,,0.8135,0.8220,,,,0.803035,Buy limit
1982,'5492592958',1888,'USDCAD buy limit @ 1.3535 TP @ 1.3600 TP2 @ 1.3695  sl @ 1.348550 PIPS)',USDCAD,1.3535,,,,,1.3600,1.3695,,,,1.348550,Buy limit
8514,'5492592958',4727,'NZDCAD BUY LIMIT    @ 0.8065  TP : 0.8131 TP : 0.810  SL : 0.8030',NZDCAD,0.8065,,,,,0.8131,0.810,,,,0.8030,Buy limit
8515,'5492592958',4728,'USDCAD BUY LIMIT  @ 1.3535  TP : 1.3600 TP : 1.3630  SL : 1.3485',USDCAD,1.3535,,,,,1.3600,1.3630,,,,1.3485,Buy limit
8516,'5492592958',4729,'“10 Important Trading Rules!”  10. Set goals 9. Patience is key 8. Embrace losses 7. Stay disciplined 6. Schedule breaks 5. Adapt to markets 4. Track your trades 3. Learn relentlessly 2. Prioritize your health 1. Trade logic,,,,,,,,,,,,,
8517,'5492592958',4730,'LONG TERM TRADE   GBPAUD BUY LIMIT   @ 1.95020  TP : 1.96400 TP : 1.98180  SL : 1.94620',GBPAUD,1.95020,,,,,1.96400,1.98180,,,,1.94620,Buy limit
8518,'5492592958',4731,'Use Good Lot Size Means take 2-3% Risk in this Setup as per your Equity And Hold for Long Term',,,,,,,,,,,,,
8520,'5492592958',4733,'XTIUSD SELL NOW   @ 85.90  TP : 85.40 TP : 85.50  SL : 86.60',,85.90,,,,,85.40,85.50,,,,86.60,Sell now
8521,'5492592958',4734,'If u have Same price then Enter otherwise leave it   Because All brokers have Different Oil Prices',,,,,,,,,,,,,
1983,'5492592958',1889,'volatility 75 index sell now @ 366405 another sell limit @ 374390.0  tp @ 350000 sl @ 381500',,75,366405,374390.0,,,350000,,,,,381500,Sell limit
1985,'5492592958',1891,'XAUUSD  sell limit @ 1940 tp @ 1934.5  sl @ 1942.5',XAUUSD,1940,,,,,1934.5,,,,,1942.5,Sell limit
5814,'5492592958',4073,'CADCHF Buy limit @ 0.64730 tp @ 0.65150 tp 2 @ 0.65700  Sl @ 0.64550',CADCHF,0.64730,,,,,0.65150,0.65700,,,,0.64550,Buy limit
5815,'5492592958',4074,'GBPUSD Stop out  NZDCHF stop out  USDJPY stop out   Yesterday was a bad day ,USDJPY,,,,,,,,,,,,
5816,'5492592958',4075,'USDJPY sell limit @ 147.070 tp @ 145.400 tp 2 @ 142.700  Sl @ 147.400',USDJPY,147.070,,,,,145.400,142.700,,,,147.400,Sell limit
5817,'5492592958',4076,'Set one more sell limit at @ 107.730 For same tp and sl',,107.730,,,,,sl,,,,,,Sell limit
1987,'5492592958',1893,'XAUUSD delete target almost hit before activating  Caught all movement before activating',XAUUSD,,,,,,,,,,,,
5818,'5492592958',4077,'AUDNZD delete pending order',AUDNZD,,,,,,,,,,,,
5819,'5492592958',4078,'Edited',,,,,,,,,,,,,
5821,'5492592958',4080,'Also it looks like a nice trade for me According to the Data of NFP which was released on Last Friday',,,,,,,,,,,,,
5822,'5492592958',4081,'EURJPY Buy now @ 157.975 Tp @ 158.200 Tp2 @ 158.500  Sl @ 157.850',EURJPY,157.975,,,,,158.200,158.500,,,,157.850,Buy now
5823,'5492592958',4082,'Exit',,,,,,,,,,,,,
12124,'5492592958',419,'we may enter after 40 Min',,40,,,,,,,,,,,
1988,'5492592958',1894,'NZDCAD buy limit @ 0.8007 tp @ 0.8045 tp2 @ 0.8126  SL @ 0.8990',NZDCAD,0.8007,,,,,0.8045,0.8126,,,,0.8990,Buy limit
1989,'5492592958',1895,'XAUUSD buy now @ 1933.3 other buy limit @ 1931 tp @ 1938 tp2 @ 1943  SL @ 1929',XAUUSD,1933.3,1931,,,,1938,1943,,,,1929,Buy limit
5824,'5492592958',4083,'XAUUSD buy now @ 1933 Other limit @ 1929 Tp @ 1943 Tp2 @ 1955  Sl @ 1926',XAUUSD,1933,1929,,,,1943,1955,,,,1926,Buy now
8523,'5492592958',4735,'SL',,,,,,,,,,,,,
8524,'5492592958',4736,'100+ pips running zero draw down',DOW,,,,,,,,,,,,
5825,'5492592958',4084,'EURJPY sell limit @ 158.170 tp @ 157.720 tp 2 @ 157.150  Sl @ 158.350 [ 17 PIPS ]',EURJPY,158.170,,,,,157.720,157.150,,,,158.350,Sell limit
8526,'5492592958',4738,'Delete pending order limit missed by 02 pips and target get Smashed',,02,,,,,,,,,,,
8527,'5492592958',4739,'XAUUSD SELL NOW  @ 1931  TP : 1926 TP : 1916  SL : 1939',XAUUSD,1931,,,,,1926,1916,,,,1939,Sell now
8528,'5492592958',4740,'Gold is not clear better to use small Lot ok',GOLD,,,,,,,,,,,,
8529,'5492592958',4741,'EURUSD SELL NOW    @ 1.0748 - 1.0771  TP : 1.0725 TP : 1.0692  SL : 1.0792',EURUSD,1.0748,1.0771,,,,1.0725,1.0692,,,,1.0792,Sell now
8530,'5492592958',4742,'XAUUSD NEXT MOVE POSSIBLE',XAUUSD,,,,,,,,,,,,
5826,'5492592958',4085,'SWING TRADE   GBPAUD Buy limit @ 1.96710 tp @ 1.097200 tp 2 @ 1.98400  Sl@ 1.96500',GBPAUD,1.96710,,,,,1.097200,1.98400,,,,1.96500,Buy limit
8531,'5492592958',4743,'XTIUSD SELL NOW  @ 85.28 - 85.85  TP : 84.80 TP : 83.60  SL : 86.50',,85.28,85.85,,,,84.80,83.60,,,,86.50,Sell now
5827,'5492592958',4086,'NZDCHF Buy limit @ 0.5200 TP @ 0.52450 TP 2 @ 0.53050  sl @ 0.51850',NZDCHF,0.5200,,,,,0.52450,0.53050,,,,0.51850,Buy limit
8532,'5492592958',4744,'Make Sure If u have Same price then Enter',,,,,,,,,,,,,
8534,'5492592958',4746,'XTIUSD TP HIT 70+ PIPS RUNNING',,,,,,,,,,,,,
5828,'5492592958',4087,'GBPCHF sell limit @ 1.11660 other limit @ 1.11770 tp @ 1.11400 tp 2 @ 1.11050  SL @ 1.11880',GBPCHF,1.11660,1.11770,,,,1.11400,1.11050,,,,1.11880,Sell limit
8537,'5492592958',4747,'EURJPY SELL NOW    @ 158.21  TP : 157.82 TP : 157.04  SL : 158.50',EURJPY,158.21,,,,,157.82,157.04,,,,158.50,Sell now
8543,'5492592958',4751,'EURJPY in profit keep hold Sl move at entry now',EURJPY,,,,,,,,,,,,
5832,'5492592958',4091,'EURJPY re_enter if hit b.e. this time use smalllot',EURJPY,,,,,,,,,,,,
8544,'5492592958',4752,'If Breakeven hit Enter again ok',,,,,,,,,,,,,
1991,'5492592958',1897,'XAUUSD buy now 1931.5 Tp @ 1938 Tp2 @ 1944  Sl @ 1927',XAUUSD,1931.5,,,,,1938,1944,,,,1927,Buy now
8548,'5492592958',4754,'After 35+ pips profit - hit b.e and fly   Price change now not valid be careful about oil all broker have different prices',,,,,,,,,,,,,
5836,'5492592958',4095,'XAUUSD Buy again @ 1930 Tp @ 1937 Tp2 @ 1947  Sl @ 1927',XAUUSD,1930,,,,,1937,1947,,,,1927,Buy
5837,'5492592958',4096,'XAUUSD NEXT MOVE POSSIBLE',XAUUSD,,,,,,,,,,,,
1992,'5492592958',1898,'XAUUSD sl set 1924',XAUUSD,,,,,,,,,,,1924,
8562,'5492592958',4766,'AUDJPY SELL NOW   @ 93.94  TP : 93.72 TP : 93.48  SL : 94.29',AUDJPY,93.94,,,,,93.72,93.48,,,,94.29,Sell now
8564,'5492592958',4768,'EURUUSD Near target 2',,,,,,,,,,,,,
8565,'5492592958',4769,'SELL AGAIN : 94.20  TP : 93.94 TP : 93.72  SL : 94.42',,94.20,,,,,93.94,93.72,,,,94.42,Sell
8566,'5492592958',4770,'XAUEUR SELL NOW   @ 1796.5  TP : 1788 TP : 1778  SL : 1806',XAUEUR,1796.5,,,,,1788,1778,,,,1806,Sell now
8567,'5492592958',4771,'Mostly',,,,,,,,,,,,,
8572,'5492592958',4775,'Close 90% here Now',,,,,,,,,,,,,
1994,'5492592958',1900,'NZDCHF buy limit @ 0.5227 tp @ 0.5263 tp2 @ 0.5339  SL @ 0.5208',NZDCHF,0.5227,,,,,0.5263,0.5339,,,,0.5208,Buy limit
8573,'5492592958',4776,'EURNZD SELL NOW   @ 1.8241  TP : 1.8187 TP : 1.8100  SL : 1.8289',EURNZD,1.8241,,,,,1.8187,1.8100,,,,1.8289,Sell now
5841,'5492592958',4099,'NZDCHF Buy limit @ 0.52250 tp @ 0.52520 tp 2 @ 0.52950  Sl @ 0.52150 [ 10 PIPS ]',NZDCHF,0.52250,,,,,0.52520,0.52950,,,,0.52150,Buy limit
8574,'5492592958',4777,'NZDCHF BUY LIMIT  @ 0.5227  TP : 0.5260 TP : 0.5320  SL : 0.5207',NZDCHF,0.5227,,,,,0.5260,0.5320,,,,0.5207,Buy limit
5842,'5492592958',4100,'XAUUSD sell limit @ 1929.40 other limit @ 1931.50 tp @ 1922 tp 2 @ 1913  Sl @ 1933.80',XAUUSD,1929.40,1931.50,,,,1922,1913,,,,1933.80,Sell limit
5843,'5492592958',4101,'USOIL Buy limit @ 85.80 tp @ 87.20 tp 2 @ 90.00  Sl @ 84.80',USOIL,85.80,,,,,87.20,90.00,,,,84.80,Buy limit
5844,'5492592958',4102,'EURAUD Buy limit @ 1.66840 tp @ 1.68350 tp 2 @ 1.70050  Sl @ 1.66450',EURAUD,1.66840,,,,,1.68350,1.70050,,,,1.66450,Buy limit
5845,'5492592958',4103,'Stop out',,,,,,,,,,,,,
5846,'5492592958',4104,'Previous GBPAUD trade still Valid',GBPAUD,,,,,,,,,,,,
8576,'5492592958',4779,'XAUUSD SELL LIMIT  @ 1929.5 - 1931.5  TP : 1923 TP : 1918  SL : 1934',XAUUSD,1929.5,1931.5,,,,1923,1918,,,,1934,Sell limit
8580,'5492592958',4783,'1926 manually Sell',,1926,,,,,,,,,,,Sell
